pid,label,order,collection,thumbnail,full,manifest
scroll,scroll,0,scroll,"/img/derivatives/iiif/images/scroll_7742-7752/full/250,/0/default.jpg",/img/derivatives/iiif/images/scroll_7742-7752/full/full/0/default.jpg,/img/derivatives/iiif/scroll/manifest.json
